
299	-505	109
476	-273	-263
434	-331	-354
425	-273	-221
505	-96	-29
379	-251	-150
276	-345	-181
406	-315	-65
410	-389	8
299	-505	109
476	-273	-263
434	-331	-354
425	-273	-221
505	-96	-29
379	-251	-150
276	-345	-181
406	-315	-65
410	-389	8
299	-505	109
419	-134	173
312	-241	-32
403	-252	-28
442	-222	53
469	-181	115
436	-173	103
389	-230	63
417	-119	0
427	-51	-68
449	-123	77
426	-162	4
276	41	-158
262	-217	-209
219	-330	-160
338	-118	96
388	-87	128
238	-252	-54
350	-177	-22
356	-229	95
346	-290	89
343	-323	102
358	-66	-16
364	66	-191
332	-164	-209
321	-203	-108
189	-154	-121
169	-152	-317
109	-134	-226
318	-27	-62
282	-170	134
328	0	122
197	-164	38
195	-17	126
385	-48	433
365	-318	392
224	-100	215
291	-2	184
151	-56	98
199	-89	93
171	-282	22
147	-21	8
100	-78	-85
89	-170	-163
106	-120	-157
278	60	-183
109	-135	-233
128	-91	-217
186	-119	-106
173	0	-147
162	-31	-118
112	45	-108
59	-103	-191
119	-78	-263
-19	-199	-379
40	-71	-351
-27	-92	-354
84	-90	-252
5	35	-297
50	-213	-187
53	-55	-101
116	-93	-91
124	-96	-121
200	126	-186
87	93	-175
142	-134	39
14	-104	-45
-19	26	-115
-57	-189	-109
124	60	-65
2	-43	-87
65	7	-90
-8	-90	-152
104	-107	-96
65	84	140
160	-146	145
163	146	48
69	32	-50
126	-32	107
66	78	92
60	-91	42
-62	-92	35
22	176	132
-27	-6	128
9	103	75
0	-23	88
18	55	179
76	78	237
111	-2	259
203	161	163
201	118	167
234	15	166
158	-5	88
230	46	-108
148	24	-152
288	-126	-82
218	-204	-116
193	20	-36
273	-75	-14
311	18	20
267	-39	-6
361	159	28
298	111	3
274	108	-40
361	121	31
293	-120	-203
160	-139	-283
236	-134	-197
226	-2	-276
210	-111	-304
262	-2	-207
278	-95	-303
275	-163	-323
308	-83	-269
173	20	-222
356	164	-70
256	-86	-46
272	103	-237
242	-97	-248
218	-285	-224
133	-145	-54
261	-181	-142
211	-30	-238
179	-161	-321
259	-300	-189
211	-195	-70
231	-46	-49
247	-298	18
333	-13	-54
269	-33	-197
335	-54	-216
179	-134	-323
280	63	-206
242	-227	-90
279	-13	-126
212	63	-149
262	-145	-223
282	-32	-120
222	-251	-275
186	6	-203
290	41	-59
254	-74	-88
210	-105	-211
211	79	-227
112	-254	-194
232	9	-47
173	138	-10
162	-25	-149
172	-12	-126
250	53	-29
210	43	-93
233	9	-74
201	-61	-80
305	246	17
336	6	-64
170	-111	-208
139	55	-183
227	56	-103
209	-199	-280
109	138	-236
131	86	-99
119	-16	-108
170	17	-82
138	42	-49
260	370	82
269	70	104
327	61	-11
174	142	-235
150	-178	-166
172	-10	-20
159	15	-325
116	-80	-280
156	-5	42
135	-85	247
85	-168	229
103	100	-46
186	33	-242
158	6	106
313	291	402
37	-218	316
179	326	259
128	89	200
282	-62	238
179	236	259
60	61	129
105	6	-98
60	72	-146
168	206	-33
195	26	-28
-21	-131	19
14	-58	86
89	42	101
52	0	20
-52	149	-1
129	-88	237
-53	-124	259
-68	-97	263
67	-39	189
74	104	-183
4	-36	-334
147	47	29
37	124	-125
-121	-151	-414
-17	-246	-323
-79	-134	-377
-48	-140	-184
-133	-110	50
-39	4	85
-156	-73	-149
-88	-68	-73
32	37	-48
-25	-190	-24
65	111	122
57	8	39
-52	-205	-99
82	125	-133
-6	-128	-206
-68	-84	-228
-34	92	-206
-65	-135	-56
-48	-5	-13
38	91	-86
-45	14	-313
-15	56	-151
1	17	59
-13	-100	65
-91	-127	-132
-60	23	-163
-16	-24	-64
-42	-19	-26
-138	58	-39
-55	157	5
-43	18	6
13	146	-58
75	342	-56
-51	226	-107
-18	110	-19
