1183	-337	310

1016	-246	-109
1006	-231	-123
993	-290	-170
992	-230	-122
988	-189	-86
948	-261	-178
932	-193	-133
966	-64	-122
954	-191	-154
931	-122	-176
939	-34	-179
932	-29	-101
920	-26	-103
944	-39	-154
944	42	-170
919	12	-158
950	32	-102
920	-11	-95
924	33	-130
974	101	-197
1013	62	-171
1047	101	-221
1063	120	-175
1050	131	-169
1073	106	-221
1105	49	-284
1191	175	-321
1214	156	-296
1197	83	-263
1192	80	-271
1253	124	-264
1248	55	-298
1312	117	-247
1254	25	-289
1273	49	-278
1279	16	-277
1311	-76	-216
1306	-9	-256
1315	18	-260
1289	-5	-233
1328	3	-258
1303	76	-269
1243	121	-268
1204	112	-213
1151	85	-272
1030	103	-310
1000	248	-289
859	124	-268
772	71	-235
671	188	-235
585	133	-280
445	128	-275
350	154	-164
209	167	-100
120	223	-77
30	165	-18
-13	202	-16
-159	232	-14
-204	200	83
-235	167	160
-270	197	171
-250	198	143
-246	213	100
-204	245	-23
-147	225	-81
-164	367	-133
-195	386	-176
-113	477	-153
-54	555	-148
-26	610	-123
-14	541	-154
-42	523	-208
19	515	-180
62	531	-124
9	476	-139
-26	329	-139
32	436	-126
9	356	-90
0	286	-62
-30	346	-164
-29	315	-176
-128	304	-194
-161	361	-192
-135	486	-159
-246	506	-158
-224	519	-159
-247	528	-165
-234	564	-167
-301	497	-82
-380	397	-29
-346	378	51
-329	311	156
-364	224	192
-302	206	252
-359	91	310
-327	35	247
-272	-43	238
-330	-82	250
-352	-227	196
-354	-195	351
-431	-189	334
-353	-373	343
-437	-343	469
-406	-284	400
-379	-276	428
-472	-322	337
-430	-192	287
-361	-62	376
-481	13	289
-399	-14	314
-424	132	296
-357	255	59
-397	112	-52
-459	121	-213
-424	370	-299
-451	323	-317
-503	389	-393
-439	524	-358
-411	572	-418
-395	532	-465
-394	548	-548
-369	587	-582
-321	629	-551
-215	697	-502
-131	790	-553
-86	821	-596
-98	587	-598
-52	690	-538
-34	531	-312
-82	613	-242
-139	497	-116
-189	414	56
-172	329	117
-300	309	336
-476	202	465
-584	155	571
-525	373	781
-582	324	798
-609	402	960
-625	429	1025
-724	342	1012
-706	386	992
-708	519	855
-751	501	805
-739	502	944
-749	533	953
-788	442	833
-710	449	717
-629	486	577
-609	390	460
-496	463	312
-488	379	154
-459	273	-74
-373	144	-241
-292	63	-430
-318	-97	-539
-329	-204	-529
-320	-358	-491
-256	-342	-495
-272	-326	-573
-260	-261	-574
-290	-219	-414
-233	84	-274
-257	97	-300
-289	286	-408
-315	567	-524
-363	497	-473
-469	455	-402
-563	558	-312
-594	564	-347
-682	424	-423
-733	441	-334
-671	461	-194
-720	438	-96
-836	356	-22
-809	329	59
-753	364	255
-703	403	325
-633	290	420
-579	516	547
-437	643	533
-483	278	572
-388	523	632
-252	526	801
-297	338	911
-323	218	902
-178	352	1056
-91	215	1068
-36	263	788
125	456	451
36	375	-37
78	744	-317
-106	720	-456
-80	541	-424
-154	790	-502
-217	494	-511
-275	466	-232
-458	308	150
-566	95	411
-348	219	394
-505	90	-13
-559	62	-44
-581	-307	84
-505	-412	281
-492	-247	-39
-561	-289	-449
-431	-341	-360
-317	-355	-18
-344	-64	296
-461	74	401
-458	-33	547
-208	554	690
-265	260	818
-244	305	1143
-303	371	1398
-127	423	1434
-195	239	1263
-158	-4	1294
-176	86	1375
-225	84	1411
-394	90	1350
-299	144	1221
-413	2	1164
-498	14	1182
-487	113	1268
-629	61	1188
-605	-32	979
-583	-173	719
-707	-452	439
-825	-409	246
-868	-350	293
-796	-636	416
-692	-517	228
-592	-407	-37
-498	-565	-288
-574	-632	-664
-840	-298	-818
-647	-746	-653
-797	-699	-664
-628	-622	-972
-541	-714	-743
-585	-446	-597
-641	-555	-513
-462	-309	-282
-627	-67	-703
-509	-75	-700
-258	-62	-432
-316	-64	-203
-404	-29	24
-426	-161	136
-319	-249	85
-231	-293	33
-158	-300	15
-159	-338	154
-375	-626	264
-431	-585	377
-291	-726	546
-347	-910	587
-379	-801	475
-458	-718	472
-551	-544	477
-490	-678	614
-554	-809	711
-697	-658	378
-689	-775	241
-958	-767	338
-749	-659	470
-724	-823	733
-777	-843	520
-757	-766	239
-651	-372	-15
-677	-383	-188
-519	-352	-33
-456	-167	102
-613	-185	-62
-616	-6	-129
-585	-29	-148
-540	-295	-212
-592	-396	-344
-700	-234	-378
-723	-485	-212
-724	-285	-136
-670	-39	-329
-584	-288	-333
-475	-269	-229
-518	-198	-280
-359	-254	-486
-682	-142	-626
-477	-220	-491
-160	-116	-65
-213	-183	-116
-371	-358	-349
-421	-501	-329
-280	-478	-162
-176	-610	31
-170	-538	-7
-397	-527	-478
-326	-462	-359
-326	-674	-56
-165	-309	280
-171	-470	274
-553	-421	-19
-376	-197	153
-179	-465	502
-230	-111	405
-349	11	2
-400	-59	-74
-338	192	88
-235	-43	241
-307	-293	-129
-584	-192	-404
-582	-672	-461
-633	-652	-147
-407	-515	-108
-496	-576	-149
-728	-623	-133
-551	-635	44
-418	-724	140
-514	-404	-168
-490	-587	6
-458	-325	324
-391	-306	339
-337	-304	-16
-406	-282	-99
-380	-513	42
-415	-410	120
-676	-541	-139
-631	-458	-431
-696	-483	-262
-720	-347	-195
-524	-483	-184
-849	-143	-310
-920	-211	-407
-781	-227	-117
-781	-263	-65
-933	-177	-185
-791	-346	-27
-948	-205	-30
-790	-115	-68
-778	-213	-140
-907	-319	-160
-853	-14	-25
-851	-433	325
-927	-354	427
-967	-380	315
-989	-324	431
-976	-172	651
-977	-406	720
-1056	-254	568
-1000	-170	625
-1138	-257	843
-1140	-445	787
-1111	-257	467
-1143	-240	256
-1274	-503	237
-1101	-358	207
-1211	-475	-82
-1370	-464	-346
-1240	-251	-237
-1172	-244	-67
-1204	-444	-1
-1210	-274	-39
-1201	-127	-199
-1163	-98	-298
-1058	-143	-155
-1154	-186	-278
-1189	31	-438
-1100	69	-503
-1258	-46	-411
-1151	0	-275
-1213	-197	-88
-1207	-153	-228
-1310	95	-227
-1398	-2	-96
-1509	-152	164
-1412	-123	389
-1536	-32	151
-1800	12	32
-1825	21	198
-1875	96	348
-1740	242	426
-1859	180	360
