1	-3	-18
4	-2
8	0	-2
4	-3	-8
-1	0	-4
-1	1	-8
-2	1	-7
-2	3	-4
2	0	-4
4	-2	-4
3	-6	-3
4	-5	3
5	-10	4
0	-6	7
1	-4	5
-4	-2	4
2	-2	2
1	1	0
1	4	-6
6	1	-1
7	1	-4
5	4	-9
0	1	-7
1	-4	-7
0	-6	-5
1	-10	-3
2	-11	-10
3	-8	-6
9	-6	-2
7	-2	-2
9	0	-6
7	-1	-8
6	5	-2
3	6	-8
3	5	-6
7	2	-1
1	8	0
-1	5	3
-2	2	0
0	2	3
0	8	3
3	9	2
5	5	0
3	7	1
2	3	7
-1	0	8
2	-5	6
2	-6	1
6	-2	3
6	-2	-2
2	-2	7
3	-6	5
2	-8	2
0	-5	3
5	-5	4
3	-9	9
3	-6	3
0	-3	8
-2	0	9
1	1	2
1	0	1
1	1	0
0	-4	-6
-2	-6	-9
0	-6	-17
-3	-6	-4
-7	-8	-2
-1	-4	0
-1	0	-3
-4	5	-10
0	9	-11
0	8	-10
4	6	-3
4	1	-6
4	-4	-6
8	-7	-5
11	0	4
5	0	13
0	4	8
-1	0	0
1	0	0
4	-5	-7
5	-7	1
-1	-1	5
2	-1	-1
3	-3	-4
0	-5	2
2	-7	0
6	0	-5
5	-1	-3
2	-4	-1
3	-1	-5
1	-2	-2
1	0	-3
1	0	-11
-1	2	-17
-3	5	-10
-2	5	-7
-1	3	-1
1	1	-9
0	2	-14
-1	0	-11
0	2	-5
-4	0	-4
-5	-4	-3
-2	-6	-5
-4	-5	-5
-6	-2	-2
-5	-1	-5
-7	0	-9
-6	0	-7
-3	1	0
-1	0	6
1	-6	2
2	-3	5
0	2	2
-2	5	0
-4	2	2
-2	5	6
-1	7	-4
-3	4	-5
-2	-1	-10
0	-2	-9
0	0	-10
-2	-2	-11
1	-1	-14
1	-5	-12
1	-1	-9
-1	2	0
-4	3	-1
0	1	-1
-1	0	-6
-1	0	-14
0	-1	-14
0	-1	-11
5	0	-2
4	1	-2
-2	-2	0
-3	1	0
-1	5	0
1	0	0
2	0	-1
10	-5	-5
4	-4	-7
0	-3	-7
-8	0	-5
-4	0	-6
-2	-1	-5
0	-2	-2
1	-3	-6
7	-1	-6
8	-4	-3
6	-6	-3
6	-6	-2
2	-1	0
0	0	0
1	-2	2
0	0	11
-2	1	12
-1	-2	10
1	-2	12
-3	-6	2
1	-7	-1
0	-1	-1
-2	0	2
-3	2	-2
-5	2	-9
-2	5	-2
-1	9	0
4	7	-3
4	5	0
0	4	2
