8	0	6
8	1	-17
9	0	-6
5	5	-18
11	-3	-9
10	-10	-16
14	-6	-15
10	-10	-12
14	-14	-14
16	-19	-5
15	-20	-14
12	-17	-8
10	-8	-15
7	-12	1
7	1	-21
6	0	-12
1	0	-23
5	9	-7
1	6	-1
0	0	-18
-2	9	-15
-12	11	-11
-6	7	12
-3	21	12
0	12	11
-2	11	-4
-2	10	8
0	3	3
0	3	-6
-4	-2	-6
-9	-7	-21
-3	-21	-5
-3	-8	-24
0	-21	-7
6	-13	-19
9	-8	-18
10	-8	-21
12	-3	-12
14	-14	-18
7	-6	-32
2	-6	-6
10	9	-25
-2	2	3
-5	-3	-28
-16	12	6
-6	-5	4
-6	5	2
-2	1	5
-3	12	0
-9	15	16
1	13	8
-6	0	-13
-8	-14	-1
-12	-3	-31
-1	-10	-8
-1	-11	-23
-4	-2	-5
-8	8	-22
-11	3	-12
0	-4	-2
-6	9	-18
-9	2	9
-21	7	-11
-1	7	7
0	3	-10
72	-26	-29
128	-52	-23
187	-62	-29
184	-37	-15
256	-66	-25
291	-73	-43
377	-120	-88
450	-114	-127
534	-136	-121
584	-145	-62
626	-157	-29
673	-170	-75
695	-167	-131
705	-193	-160
725	-191	-133
750	-196	-126
768	-223	-118
770	-194	-126
792	-189	-144
790	-242	-197
798	-204	-198
806	-159	-217
809	-201	-211
825	-210	-206
836	-232	-214
843	-208	-185
838	-170	-222
864	-209	-261
894	-205	-272
915	-213	-262
944	-200	-219
976	-185	-195
983	-209	-247
985	-256	-262
1015	-262	-291
1053	-229	-251
1071	-258	-221
1082	-224	-212
1041	-297	-194
1042	-306	-196
1047	-333	-225
1054	-313	-257
1062	-340	-273
1064	-337	-217
1051	-360	-161
1042	-333	-170
1031	-330	-159
1021	-354	-171
1019	-359	-172
1011	-382	-135
1000	-366	-111
983	-355	-76
979	-363	-33
969	-390	-76
972	-356	-119
973	-350	-152
972	-317	-135
983	-322	-138
972	-335	-133
961	-303	-141
967	-298	-166
1004	-302	-227
1033	-323	-275
1016	-334	-315
1002	-351	-297
995	-344	-294
1017	-375	-349
1053	-362	-432
1062	-360	-469
1031	-315	-483
1075	-316	-478
1079	-312	-491
1140	-297	-476
1183	-283	-496
1217	-274	-488
1224	-211	-460
1205	-146	-417
1166	-171	-395
1203	-166	-386
1217	-144	-364
1206	-69	-300
1160	-86	-275
1150	-162	-203
1143	-130	-254
1157	-160	-237
1150	-110	-247
1156	-175	-252
1075	-166	-244
1010	-159	-237
927	-23	-293
831	-28	-355
741	-34	-403
643	98	-439
481	17	-522
382	32	-564
319	3	-516
256	35	-499
190	-34	-453
169	-138	-418
135	-95	-344
