111	-19	123
100	-40	93
71	-55	77
61	-48	91
88	-65	102
75	-36	37
84	42	27
104	-13	21
24	-60	164
128	8	192
109	-33	179
111	-19	123
100	-40	93
71	-55	77
61	-48	91
88	-65	102
75	-36	37
84	42	27
104	-13	21
24	-60	164
128	8	192
109	-33	179
111	-19	123
100	-40	93
71	-55	77
61	-48	91
88	-65	102
75	-36	37
84	42	27
104	-13	21
126	18	-14
104	63	27
83	-31	52
102	-88	52
82	-35	79
23	-157	132
105	-43	194
126	-7	180
74	-40	159
108	-10	196
137	29	194
106	-12	210
153	13	158
147	-9	165
168	17	132
184	7	179
189	-48	147
180	-26	108
177	-91	82
166	-94	45
151	-55	97
157	-117	192
177	-63	195
136	-65	149
114	-131	198
151	-135	150
149	-156	59
102	-122	16
102	-151	67
103	-117	88
132	-41	75
80	-23	81
148	16	121
154	98	179
148	39	172
160	95	78
155	109	-30
130	50	-18
175	118	18
130	27	73
141	-9	54
113	-68	59
89	-58	86
87	-79	189
94	-113	274
93	-87	292
93	-68	230
101	-41	174
104	-24	175
105	20	203
71	-24	205
115	-60	166
75	-41	73
83	-10	96
110	-27	120
107	1	119
133	-10	109
180	10	70
190	14	6
173	-22	35
174	-23	56
215	-43	115
247	-88	143
229	-154	104
301	-128	28
216	-111	-9
262	-122	50
296	-130	127
257	-61	129
265	22	126
336	4	150
324	22	85
332	18	72
338	-24	32
325	68	-35
290	-19	-106
278	-31	-85
290	-55	-105
258	-78	-12
220	-69	-59
241	-109	-4
240	-100	-21
244	-81	42
230	-106	176
235	-66	188
248	-94	149
241	-85	95
235	-100	105
265	-59	180
253	-132	179
216	-98	74
221	-130	17
227	-77	-21
227	-44	-8
182	-12	-13
211	-41	69
231	-47	41
210	18	-72
175	26	-84
181	-64	-40
118	-100	15
150	-5	85
114	-130	12
112	-21	-2
56	-84	52
91	-106	115
25	-18	82
8	-94	38
-12	-66	27
-42	-32	47
-89	-74	155
-47	-68	187
44	-72	178
154	-109	97
133	-139	62
142	-110	57
321	-145	6
545	-218	-111
559	-165	-150
539	-64	-67
668	-196	-24
765	-224	37
786	-205	-136
828	-243	-226
901	-161	-148
892	-299	-18
888	-328	-8
913	-318	-100
899	-275	-170
